门店名,消费笔数
无锡530大厦店,50
苏州张家港国贸酒店店,119
G25建德服务南区店,58
尼克互盛大楼店,62
花木plus乐坊店,212
成都科学城店,30
成都明宇金融广场店,43
东莞市南城区莞太路店,42
石家庄天河方圆荟店,97
上海环球都会广场店,68
武汉中南银泰,21
广州天河东方三路店,86
广州星海音乐厅店,118
凤凰园店,49
武汉桃源国际店,42
富荟商业广场店,215
杭州下沙福雷德店,130
天津大港友谊百货咖啡店,21
天津朗香街咖啡店,21
苏州兆佳巷邻里中心店,193
苏州龙湖东吴天街店,188
杭州良渚万科未来之光店,99
广州动漫星城店,39
淮海花园店,64
南京凤凰书城店,103
太仓华旭财富中心店,87
成都天府金融大厦店,45
佛山大沥永旺梦乐城分店,83
江门开平东汇城店,28
杭州滨江星澜里店,132
哈尔滨万达茂咖啡店,27
天津河川大厦店,49
哈尔滨衡山万达咖啡店,58
北京中国人寿金融中心店,22
深圳易思博软件大厦店,50
深圳新一代店,119
天津新汇华庭店,14
北京万丰路咖啡店,64
湛江遂溪全丰广场店,17
杭州萧山银隆百货店,133
佛山东方广场店,33
嘉兴桐乡东兴生活广场店,61
北京中关村大街海龙大厦,55
金华浦江海乐城店,49
宁波海曙印象城店,100
泰州茂业百货店,135
深圳NEO大厦分店,61
虹桥万豪店,141
杭州利星1157店,70
上海市同济医院店,109
广州保利香槟花园店,46
北京阜安路咖啡店,48
苏州汇邻广场店,131
通用电气店,81
北京京东总部一期2店,49
成都新城吾悦广场店,21
金华朗朗产业园店,43
成都华为研究基地U3店,27
北京大红门西路店,55
通辽维多利摩尔城店,12
金华武义壶山广场店,114
东莞虎门万达广场店,100
上海安亭老街店,65
北京新源南路咖啡店,79
景德镇金鼎商业广场店,31
衢州国金中心店,76
广州祈福缤纷世界1店,89
杭州萧山宝龙店,86
天津恒隆广场旗舰店,162
深圳地王大厦店,166
西安钟楼店,39
北京东直门第一咖啡店,31
滁州天长吾悦广场店,45
佛山容桂海骏达店,68
东建路店,155
广州时代地产中心店,53
绍兴诸暨老雄风店,69
宁波商会大厦店,22
南京江宁金鹰店,100
复兴广场店,193
西安欧亚学院,14
成都市都江堰大融城店,24
苏州石路百脑汇店,57
杭州城东滨河广场店,66
越商大厦店,114
佛山友邦金融中心分店,29
南京华灯坊店,63
天津奥城咖啡店,190
苏州吴江爱琴海购物公园,61
西安机场4店,37
广州保利克洛维店,36
郑州万锦盛华里店,41
常州天宁吾悦广场店,67
佛山富凯国际分店,71
重庆北碚万达广场店,22
西安曲江龙湖星悦荟店,56
蒲汇塘路店,125
黄陂广场中百,9
广州番禺荔园新天地分店,29
成都龙湖武侯星悦荟店,46
北京芳圆里1店,51
金华义乌天华城店,89
青岛四季春天宝龙店,27
武汉光谷K11店,22
中山盛景尚峰店,50
青岛火车站地铁换乘店,33
南宁中山路万象汇店,12
厦门鹭江道店,64
广州中山3路2号店,101
深圳星河上寓分店,57
上海金杨陆悦坊店,93
深圳翠竹路店,82
深圳锦荟广场店,37
常州遥观湖港名城店,75
绍兴上虞万达广场店,83
嘉兴桐乡时代广场店,59
苏州盛泽碧桂园凤凰荟店,66
珠海华发商都1分店,83
北京赛特奥特莱斯店,43
深圳公明长春路分店,82
武汉珞狮路泛悦店,38
苏州城市生活广场店,134
上海惠南大润发店,94
长沙五一平和堂店,33
宁波巴丽新地店,98
绍兴柯桥金昌IFC店,58
阳光城店,95
青岛西海岸万达广场店,16
证大五道口店,56
苏州常熟万达广场店,159
广州南沙香江国金中心店,82
广州中华广场店,59
哈尔滨远大群力咖啡店,35
宁波高铁出发层店,80
武汉凯德1818店,67
上海尚博金融中心店,82
南京拉德芳斯风情街店,69
常州科教城创研港,58
杭州人工智能小镇店,58
厦门SM城市广场分店,78
青岛台东步行街店,36
igo大乐城,10
沈阳铁西万象汇3店,5
深圳水贝IBC大厦店,100
碧波路店,102
苏州昆山天虹店,78
惠州博罗天虹分店,22
成都富力大厦店,75
西安泰华金贸国际店,68
佛山顺德华侨城店,41
武汉天河机场T3到达店,15
北京霞光里店,26
开封万达广场店,19
北京梅源商厦店,60
宁波象山石浦海峡广场店,44
苏州城邦花园店,94
广州南浦时代店,53
彩生活广场店,106
宿迁泗阳吾悦广场店,21
合肥北城世纪金源店,35
哈尔滨金安广场店,24
天津津汇店,37
珠海仁恒滨海中心店,57
温州东瓯智库店,97
西安长安万科广场,49
漳州大通北路分店,37
武汉骏业财富中心店,54
佛山顺德保利店,104
芜湖苏宁广场店,50
苏州星光耀广场店,39
舟山普陀天地店,74
义乌青口宝龙广场店,58
武汉金融港广场,19
滨江店,203
长春吾悦广场店,27
珠海格力海岸店,54
广州花都雅居乐锦城店,38
滁州市苏宁广场店,43
苏州张家港杨舍老街店,83
成都华阳戛纳湾店,33
南京紫悦广场,71
南宁星光万科里店,39
武汉司门口店,23
杭州盛大科技园店,74
深圳嘉州豪园店,80
宁波江北恒一广场店,72
北京集成电路店,180
海口望海国际分店,45
西安阳光天地店,138
郑州建业五栋大楼店,23
邵阳友阿国际广场店,17
西安长安大学城店,43
KBC欧韩馆,19
纬地路店,100
衢州江山东方广场,50
宁德闽东中路店,42
宜宾万达广场店,23
深圳世界金融中心店,369
上海大华时光里店,62
深圳坂田第五园店,45
成都世代锦江,65
广州花都公益路店,46
成都珠江国际店,48
厦门海上世界店,70
深圳前海香缤大厦分店,54
北京朝外悠唐店,26
巴彦淖尔维多利广场店,35
成都天府机场陆侧商业,43
上海新环广场店,77
沈阳阳光城店,30
徐州东站东夹层店,78
都市总部大楼店,36
宁波慈溪爱琴海店,108
深圳龙岗平湖万达广场店,22
浦东质子重离子医院店,51
潮州绿榕路分店,14
杭州科技城宝龙广场店,64
成都华置广场,66
都江堰百伦百货店,19
重庆九龙凯德广场店,17
扬州五彩世界店,130
宿迁水韵城店,50
上海松江乐尚天地广场2,61
南京建邺金鹰世界店,124
青岛金茂湾购物中心店,49
汇宝广场店,73
济南逸家广场店,34
禹洲广场店,58
天津佛罗伦萨小镇2店,35
常州万达店,64
佛山铂顿店,16
广州南站喜街店,22
上海大连路,84
东莞松山湖万科广场店,45
武汉融侨城,22
深圳宝安海雅1F店,76
广州远景路店,41
中山民众服务区东区店,35
珠海金湾华发商都店,50
苏州坤元广场店,67
宁波慈溪掌起七彩广场店,64
重庆万达店,25
济南莱芜茂业天地店,38
天津南开三马路太极园店,42
厦门梧侣路分店,57
洛阳泉舜店,37
南京溧水大润发店,28
台州楚门迦富广场,65
南通人民路金鹰店,91
深圳龙岗星河时代店,89
上海苏河湾万象天地慎余,97
上海吉浦湾店,127
上海中融碧玉蓝天大厦店,101
武汉汉街万达知音广场店,29
甘河路店,160
无锡新区百盛店,63
梅州客都汇分店,23
台州腾达中心店,50
漳州龙海美一城分店,29
合肥中环城门店,64
烟台龙口保利广场,27
嘉兴桐乡吾悦广场店,71
武汉金色港湾店,33
东银中心店,68
南京中山门店,82
杭州新传媒大厦店,91
重庆西城天街店,35
苏州昆山中楠都汇广场店,122
西安翠华里,30
成都龙樾熙城,48
西安红星美凯龙店,44
柳州保利国际中心店,56
金华永康万达广场店,24
南宁梦之岛水晶城,45
东莞汇一城店,68
西安高新金鹰店,38
北京庄胜崇光店,67
深圳观澜福城天虹店,43
哈尔滨银泰城咖啡店,32
资阳曼购店,15
武汉摩尔城店,15
深圳国银租赁分店,104
北京市蓝岛大厦店,23
东莞松山湖万象汇店,53
北京市晋商联合大厦店,17
永德弘基广场店,62
周口开元万达广场,15
德阳印象汇店,10
宁波星光大道店,25
深圳金田路店,82
哈尔滨道外百盛店,17
中商广场,66
北京兆泰国际中心店,97
郑州普罗旺世店,58
绍兴国金购物城店,67
南京狮子桥店,357
深圳欢乐港湾店,105
成都东方新希望天祥店,49
宁波若比邻里店,84
北京雍贵中心咖啡店,39
扬州宝应老东门,30
宁波印象城B1层店,51
光谷大悦城,30
广州海珠新都荟店,62
韶关风度名城店,26
新金桥店,70
萧山机场T3到达,31
重庆合川财富广场店,16
佛山狮山星河Coco,21
曲靖市万达广场店,29
上海环创中心店,73
邯郸环球国际店,31
太原北美N1咖啡店,42
海口友谊南海城店,31
宁波禾元大厦店,41
廊坊三河天洋广场咖啡店,7
厦门宝龙一城分店,87
杭州仁和北洲广场店,126
汉中吾悦广场店,14
乐山世豪广场店,29
厦门世贸商城店,50
成都天府环宇坊店,71
泉州浦西万达广场店,81
合肥百大港汇店,110
合肥瑶海万达广场店,42
西安旗远锦上店,76
淮北金鹰购物中心店,21
浙大宁波理工学院店,26
广州凤凰城分店,118
宁波余姚银泰城店,74
星巴克臻选酒坊来福士店,31
武汉同学广场店,13
广州广百新一城店,32
莆田万达广场分店,51
福州闽侯科技东路分店,30
西安浐灞优享店,21
蚌埠吾悦广场店,13
深圳机场卫星厅出发西广,29
北京方庄通润商务会馆店,51
宁波财富中心店,37
惠州鑫月广场店,27
宜昌沿江路万达广场店,56
东莞世纪城店,40
成都天府长岛文创园,15
惠州佳兆业广场店,78
成都银泰城店,28
周浦医院店,106
杭州萧山恒隆广场店,139
桂林吾悦广场店,27
乐家保利广场,27
宁波余姚五彩城店,115
广州香港科技大学,17
郑州华联商厦店,17
长虹国际广场,11
正大乐城6幢店,84
西安永威时代中心,37
天津大悦城第二咖啡店,48
乌兰察布万达广场店,59
尚峯壹号,6
天津武清友谊商场店,35
南昌地铁万科广场店,40
广州大道外商酒店,59
徐州君盛广场,26
北京中海国际大厦咖啡店,33
揭阳黄岐山大道分店,17
揭阳普宁广达北路店,10
枣庄万达广场店,62
北京翠微广场店,14
呼和浩特新华东街咖啡店,45
福州白马万科里分店,39
宁波镇海郁金香广场店,49
呼和浩特振华购物中心店,47
深圳龙华壹方天地山姆店,63
秦皇岛茂业金都店,47
北京首都新机场10店,84
武汉世纪都会广场2店,2
泉州南安中骏世界城分店,20
柳州万达广场店,35
上饶万达广场店,24
广州番禺建华汇店,62
荆门东方百货,23
宜春天虹购物中心店,21
苏州拙政园店,62
丽江国际购物广场店,30
菏泽万达广场店,21
成都汇融广场门店,39
济南名泉广场咖啡店,17
台州临海耀达大厦店,21
泉州新华北路分店,57
中山小榄汇丰城店,28
兰州东方红国芳百货店,45
武汉青山商场店,13
汕头东厦路分店,19
星巴克NOW天河城二店,16
潮州新风路分店,37
扬州三湾文化广场店,39
苏州昆山南站店,96
哈尔滨新一百店,70
漳州凯德广场店,36
重庆石桥铺赛博广场店,24
天津社会山广场咖啡店,48
汕头苏宁广场店,140
重庆永辉广场店,13
南宁华润幸福里店,30
温州平阳百悦广场店,56
重庆佳华北宸里店,52
广州新粤新分店,46
北京首都新机场8店,15
贵阳云岩万达广场店,9
武汉群光百货店,32
新乡万达店,5
巴中王府井,17
成都泛悦国际店,39
苏州太阳广场店,93
福州泰禾广场分店,43
台州中城广场店,51
苏州丰隆城市中心店,47
惠州大亚湾龙光城店,38
三亚航空城分店,30
太原铜锣湾咖啡店,47
南宁大唐天城店,20
烟台振华商厦咖啡店,35
福州世纪金源分店,40
深圳熙璟城分店,29
南宁首创奥特莱斯店,24
长春亚泰新动力门店,19
泰州姜堰时代广场店,68
北京TBD住总万科天地,8
佛山高明中港广场店,31
大连甘井子万达分店,32
龙岩上杭万达广场分店,9
石家庄天山海世界店,19
南通如皋金茂国际店,18
重庆白象街店,3
永康古山山水一品店,21
扬州蜀岗万达广场店,50
深圳湖贝广田大厦店,25
广州逸景合生广场店,20
汕头卜蜂中心店,28
重庆冉家坝SM广场店,15
无锡硕放机场T2出发层店,7
天津站区第二咖啡店,9
龙游城东东方广场店,36
济宁爱琴海店,31
合肥宝业东城广场店,23
武汉东西湖中心广场店,29
温州虹桥天元广场店,40
深圳宝安中洲店,42
东莞桥头上悦汇店,20
南昌青山湖龙湖天街分店,28
世茂茂悦里,7
廊坊万达广场店,36
赣州宝能环球汇店,17
金水印象汇,30
武汉天纵城店,8
容邦万达广场,6
上海城工科技绿洲店,35
厦门灌口万达广场分店,8
聊城万达广场店,5
上饶万力时代店,8
徐州观音机场安检内,14
保定雄安市民服务中心店,15
深圳中洲湾,20
南宁万科广场店,4
杭州临安万华广场店,119
青浦城中北路店,198
桂平路店,94
嘉兴梦多多小镇店,93
月亮湾店,113
成都双楠伊藤洋华堂店,33
济南美莲广场店,54
南宁万象城店,88
宁波慈溪嘉丽环球中心店,114
苏州港龙城市广场店,128
近铁城市广场店,138
北京文化园东路店,73
徐汇苑店,78
深圳投行大厦店,92
天津金座广场咖啡店,47
宁波高鑫广场店,176
南京证大喜玛拉雅店,146
南昌万寿宫店,19
北京阳光大厦店,38
金谊广场店,114
合肥华润万象城店,85
天津银河广场咖啡店,90
南通通州万达店,93
东方渔人码头店,117
广州市黄埔大沙地店,33
苏州信投大厦店,150
万象城LG店,116
成都彭州置信逸都城店,43
铜陵吾悦广场店,12
南京河西龙湖天街店,143
常州新北常发广场店,225
星巴克臻选咖啡酒坊,73
太原市天美新天地门店,75
广州番禺永旺梦乐城分店,56
宁波镇海开元广场店,97
杭州黄龙万科中心店,137
上海漫选小马路店,78
马鞍山印象汇,40
杭州萧山紫橙中心店,70
南京金銮巷店,108
广安门高新大厦,57
世纪汇广场店,115
深圳湾生态园5栋店,53
厦门君尚广场分店,66
杭州萧山万象汇5F店,37
邵阳步步高新天地店,80
合肥1912店,109
漕河泾2店,85
江门益华广场店,35
西安唐市店,27
泰州泰兴吾悦广场店,140
连云港万达广场店,82
上海仁济医院综合楼店,84
杭州萧山临浦潮人汇店,133
苏州长江壹号店,87
扬州吾悦广场店,115
昆明瑞鼎城爱琴海门店,23
北京天畅园咖啡店,106
威海万达广场店,20
南昌西站分店,43
我格广场店,143
福缘湾九华店,150
武汉绿地缤纷城店,22
杭州奥克斯商业广场店,45
长沙步步高店,70
上海烘焙工坊,802
北京西城远洋大厦店,106
杭州银泰庆春店,233
绍兴面料采购中心店,81
深圳龙华希尔顿逸林酒店,61
丽泽SOHO,36
达安花园店,152
深圳塘朗城广场店,44
上海西康路店,85
上海市北壹中心店,96
上海大宁久光店,351
宁波奇柯荟店,88
郑州丹尼斯大卫城,40
苏州吴江平望南大街店,60
长泰金融店,182
江苏大厦店,61
苏州印象城3F店,74
上海中环广场2F店,148
宁波赛尔国贸大厦店,65
杭州新天地集团总部店,296
长沙中茂城店,112
深圳嘉汇新城店,92
上海融创精彩天地店,110
苏州致远大厦店,162
深圳湾体育中心店,105
四平仁兴商厦店,34
杭州华策中心店,169
成都新尚天地店,55
临沂北路沃尔玛店,95
重庆龙湖两江星悦荟,46
上海佳预广场店,36
呼和浩特海亮广场店,20
佛山南海环宇城店,28
扬州高邮世贸广场店,98
杭州转塘金街美地店,108
成都龙湖时代天街,62
成都来福士II店,29
苏州欧尚店,58
厦门JFC品尚中心店,132
郑州锦艺城王府井店,54
嘉定日月光店,125
长沙黄花国际机场,19
上海平凉路店,112
苏州张家港峯汇中心店,44
北京大成路店,99
8号桥一期8号楼店,102
宁波海曙镇明路店,133
昆山世茂广场店,227
天津金谷大厦店,40
佛山金沙洲金铂广场店,32
西安高新光华路店,79
松江颐思殿广场店,63
东莞清溪润升百货店,27
上海民润大厦店,64
营口鲅鱼圈万隆广场店,23
湖滨道店,151
苏州新光天地店,63
北京远洋锐中心,35
上海静安光明店,65
上海云汇天地店,95
宝山万达店,146
南通飞马国际中心店,73
长阳谷店,100
杭州之江星光荟店,62
宁波宁海太平洋国购店,40
长沙 i city 店,55
无锡昌兴大厦店,104
青岛麦凯乐分店,62
黄浦永新广场店,109
温州乐清新天地店,66
杭州海创园店,102
宁波金东岸店,56
松江创新生活广场店,98
成都市博瑞创意成都店,34
合肥新地中心店,53
西安莱安逸珲店,70
成都金融城,38
杭州钱江世纪城嘉润公馆,83
幸福里店,136
凌空广场店,111
杭州萧山市心桥新华书店,97
枫林国际大厦店,164
上海理想未来广场店,90
苏州常熟琴湖溪里,84
重庆茶园悦地购物中心店,19
成都金沙西单百货,73
深圳博今商务广场店,90
天津河东万达店,85
北京佳兆业广场写字楼店,51
珠海港湾壹号店,54
常德路店,131
泰州泰兴鼓楼新天地店,84
陆家嘴创业街区店,93
宁波文化广场店,130
深圳松岗天虹店,47
北京翠景北里咖啡店,33
广州美东百货店,53
无锡高铁站店,60
成都建设路伊藤店,51
深圳龙华缤果店,96
青岛卓越大融城店,38
上海长宁国际发展广场店,155
上海红双喜大厦店,93
杭州阿里西溪园区四期访,43
苏州独墅湖邻里中心店,69
郑州紫荆山新世界店,12
广州白云凯德云尚分店,139
贵阳美的时光,22
苏州木渎御景大厦店,65
东莞常平星汇店,24
上海南站店,117
佛山吉利购物广场店,36
深圳梅林虹湾店,83
外滩SOHO店,78
京东二期NOW,47
南京六合泓源广场店,77
浙江奥特莱斯店,134
泉州晋江五店市分店,50
昆明安宁吾悦广场,44
金华义乌银泰伊美店,101
武汉国际广场1店,26
百色梦之岛广场店,31
昆山中央公园店,88
广州兴盛路6号店,45
苏州国际科技园店,55
兰州金城中心门店,12
郑州海汇中心店,70
朵云轩店,105
中山公园龙之梦1F店,173
扬州华懋购物中心A区店,65
舟山定海凯虹广场店,123
武汉招商公园1872店,39
沧州华北商厦解放西路店,33
长岛路店,142
广州全球通店,54
松江乐尚天地广场店,121
长沙悠优港店,31
南京中大医院店,118
杭州萧山杭州湾信息港店,162
上海广场店,160
苏州昆山经开万达店,100
北京朝外第二店,43
佛山杏坛宏汇城店,26
上海白金湾广场店,40
苏州火车站到达层店,79
舟山定海绿城玫瑰园店,59
宁波慈溪博洋智谷店,47
合肥高新银泰百货,64
南通世茂广场店,84
北京通州九棵树西路店,137
青岛凯德新都心店,55
苏州昆山花桥金城邻里中,78
厦门筼筜路店,77
虹桥食尚中心店,183
常熟华地店,89
南京水木秦淮艺术街区,91
成都上海花园店,70
天津滨海鸿泰咖啡店,67
金山五福商业广场店,162
杭州城东万象汇店,93
无锡新吴万达广场店,79
杭州乐宜城店,73
成都高升桥新华文轩,18
苏州新主城店,68
绍兴上虞万和城二店,107
杭州临安钱王财富中心店,53
宁波青年云创小镇店,72
上海春申路店,86
宁波滨江商业广场店,64
长春活力城咖啡店,13
武汉常青花园店,30
杭州雷峰塔商业街店,44
上海临港蓝湾天地店,79
三亚金润豪庭店,46
合肥百盛逍遥广场店,53
铭德大酒店店,114
上海力宝广场店,113
杭州普大福地商业中心店,58
宁波甬港北路店,86
江阴万达店,133
南通海门中南城店,119
杭州宸融大厦店,67
北京中粮置地广场店,65
深圳机场T3 GTC店,121
南京建邺金鹰世界书店店,56
苏州太平邻里商业广场店,57
北京西海国际中心店,52
天津万通中心店,30
湖州安吉经典1958店,71
宁波和丰创意广场店,43
万达尊,49
青岛海信国际中心店,64
东营万达咖啡店,109
湖州德清东城时代店,71
南京南站到达区店,88
西安益田假日世界店,72
老闵行生活广场店,103
东莞黄江天虹店,64
合肥安徽卫视店,58
浦东嘉里城店,169
碧瑶店,87
佛罗伦萨小镇店,105
无锡英特宜家4楼店,62
上海徐汇绿地缤纷城,156
上海百联曲阳购物中心店,135
上海井亭天地生活广场店,158
成都科华王府井百货2店,41
深圳东门茂业店,34
常州九洲新世界店,82
合肥天鹅湖万达广场店,81
扬州江都银象城店,138
广州越秀金融大厦店,91
北京国际财经中心,34
松江文汇路店,123
常熟捞品城店,64
爱美高大厦店,213
张杨路店,80
广州环贸中心店,179
龙湖宝山天街店,171
常州九洲环宇店,73
广州东风西路店,68
苏州昆山一院友谊分院店,84
北京官舍万科公园五号店,49
深圳富士康观澜科技园店,33
天津诺德广场店,21
深圳笋岗华润万象食家分,59
苏州相城欧尚店,95
SOHO东海店,134
宁波镇海海尚国际店,65
义乌总部经济园店,126
台州临海紫阳街店,53
苏州塔韵路店,176
北京头条总部店,2
广州海珠金碧花园店,50
中原城市广场店,125
南京茂业天地广场店,52
杭州世纪联华鲸选店,57
航科大厦店,59
天津国际商场店,40
淮安东站到达店,35
杭州之江亚厦总部大楼店,110
武汉万象城1店,46
深圳观澜湖高尔夫会所店,61
绍兴袍江永利中心店,103
苏州相城吾悦广场店,133
威海威高广场咖啡店,68
厦门磐基莲花里分店,46
苏州狮山龙湖天街店,140
河源中骏世界城分店,6
深圳百花店,150
上海金平路店,130
东莞万江华南Mall店,166
无锡江阴敔山美嘉城店,96
宁波G92余姚服务区南,25
上海张江海豚湾店,79
深圳华南城店,33
宁波银泰环球城4F店,34
珠海茂业百货店,64
嘉兴桐乡乌镇子夜路店,26
杭州西子丁兰广场店,110
台州玉环吾悦广场店,71
重庆恒大中渝广场店,36
博华广场,188
苏州万科玲珑湾店,120
杭州千岛湖银泰城店,37
缤谷广场店,222
北京东方广场西店,40
闵行万科虹桥云,84
青岛海天中心店,57
上海中建锦绣二期,190
凯迪新都汇店,103
成都中海国际店,57
厦门湾悦城店,77
青岛海上嘉年华店,19
成都国际金融广场6F店,22
沈阳东软电脑城店,13
龙盛广场店,168
哈尔滨王府井咖啡店,35
宁波北仑富邦城,81
民星路店,139
宁波万象汇店,84
惠州金山湖中心分店,45
西安CROSS万象汇店,28
石家庄欢乐汇,85
厦门恒安国际中心店,120
长沙开福万达广场店,6
泰州靖江印象城店,59
上海凤庆路店,72
义乌苏溪之心店,57
成都龙湖金楠天街店,27
福州鳌峰路分店,48
张家口银座,19
南京新丽华中心店,112
牡丹宾馆,66
成都领地环球金融中心店,44
泉州站分店,22
远大购物中心,56
福州白湖亭万达广场分店,35
长春迅驰广场店,37
航空科技大厦,30
新龙华店,154
南京汇鸿中天荟店,51
泉州东海大街店,45
北京劲松富顿中心,79
尚浦中心店,205
南宁大洋城店,27
东莞益田假日天地店,78
苏州相城蔚蓝生活广场店,51
苏宁天御店,88
沭阳雨润中央购物广场店,64
天津凯德国贸2店,29
宁波东门银泰店,34
成都凯丹广场店,42
佛山市凯德Mall分店,41
宝钢商场店,161
杭州绿城桃源小镇店,71
长沙星沙新城吾悦广场店,31
常熟西蒙印象城店,128
长沙雨花亭凯德店,35
武汉汉阳人信汇店,25
成都华侨城店,24
盐城大丰吾悦广场店,97
金山工业园区店,135
浦江双辉店,121
武汉万达广场店,13
成都西村店,79
佛山黄岐金铂天地店,34
北京中海广场,15
无锡河埒金融港店,106
上海青浦元祖梦世界,165
无锡宜兴新苏南商厦店,94
松江沪亭北路店,138
北京姚家园华润万象汇,26
上海国贸汇LG1店,110
宁波北仑小港万科印象里,70
宁波研发园店,79
深圳广深港高铁福田站店,16
广州天河高唐路店,56
成都汇锦广场店,36
金华金城国际酒店店,64
青岛火车北站候车大厅店,43
深圳西丽宝能城店,73
北京大恒科技大厦店,32
沈阳佳兆业广场店,26
沙嘴绿景红树湾,97
佛山岭南站2店,32
昆山花桥商务城店,102
佛山九江信基广场店,37
天津富力广场店,55
泉州南益广场店,44
天津气象台路店,39
宁波象山风情街店,86
重庆龙湖金沙天街A馆店,13
杭州滨江宝龙北区店,140
杭州西溪天堂店,91
淮安金湖苏宁易购广场店,28
成都机场三店,87
杭州滨江城市之星店,57
广州白云岭南新世界店,44
北京世纪金源大酒店店,41
珠海十字门华发商都店,33
上海松江正泰启迪智电港,42
淮安金地广场店,41
美兰湖店,135
南通如皋吾悦广场店,84
南京新世界百货店,84
北京东城区金宝大厦店,50
台州椒江锦江百货店,62
G60嘉兴服务北区店,118
南宁吴圩国际机场2店,25
苏州竹园路店,100
武汉水岸国际店,30
深圳横岗松柏天虹分店,34
杭州浙江日报社店,80
西安益田假日里店,66
北京清河嘉园东区咖啡店,50
中建幸福空间,121
广州荔湾路店,25
北京合生汇店,30
成都复城国际店,51
上海张江耀泓广场店,84
金华义乌之心南门店,61
杭州远洋国际中心店,93
虹桥新地中心店,48
深圳宝能太古城南区店,84
攀枝花太谷广场,11
重庆大雅N37店,46
天津滨海宝龙国际店,11
深圳汇港购物中心店,74
宁波来福士店,121
广州汉溪时代店,47
北京上地华联店,44
宜昌国贸大厦店,39
苏州吴江X广场店,106
太原万达广场店,75
北京酒仙桥路第三咖啡店,21
厦门象屿龙山汇分店,38
上海临港欧景小镇店,103
绵阳大都会百盛店,25
西安汉神百货店,39
名仕苑店,126
常州天宁时代广场店,91
杭州恒生电子店,59
温州吾悦广场1F店,89
深圳南方科技大学店,116
合肥包河万达广场店,84
沈阳杉杉奥特莱斯广场店,20
无锡民丰乐享城店,130
成都新城市广场店,66
成都SM广场店,42
温州瑞安时代广场店,68
上海龙阳广场店,105
广州中洲中心店,15
湖州安吉浙北大厦店,93
杭州萧山空港新天地店,73
北京祥云东方苑二店,60
郑州CBD七天地店,39
杭州临安白湖畈宝龙店,72
宁波万象城1F店,60
沈阳和平大润发店,41
西安万象天地,46
武汉长城汇店,35
合肥漫乐城店,43
杭州花园中心店,52
青岛黄岛家佳源分店,20
凯德星贸商场店,160
嘉兴海宁皮都锦江大酒店,52
天津融创天拖店,46
上海中欧街店,95
广州亚运城购物中心店,57
嘉定台北风情街店,86
武汉东湖国贸店,60
三亚夏日百货分店,40
广州上街东方都会广场店,52
德阳市广汉百伦广场店,25
重庆金开爱琴海,43
广州天河新天地广场店,39
天津五大院店,39
合肥肥东吾悦广场,15
广州粤海仰忠汇店,54
北京市飘亮阳光广场店,83
广州沙面店,64
金山医院店,35
台州温岭银泰城B1店,79
苏州吴江水秀天地店,61
西安小寨华旗国际店,20
广州名盛广场店,43
杭州古墩印象城店,102
北京航港国际大厦,11
成山路店,152
宜宾叙府商城店,24
杭州西湖文化广场店,428
北京富华大厦,22
绍兴上虞大通市民大道店,143
舟山长峙岛小镇店,93
包头维多利咖啡店,33
广州长兴路店,32
海口美兰机场分店,37
合肥弘阳广场,64
南京金奥国际中心店,96
大连奥林匹克店,63
太原国金中心店,58
北京西四环南路咖啡店,51
深圳中心书城店,82
台州椒江椒兰汇店,51
东莞塘厦天虹店,30
松江塞纳左岸生活广场店,95
西安万众国际,54
北新泾店,234
深圳电子科技大厦分店,44
佛山和信广场店,99
武汉大学店,45
深圳南海意库店,105
广州科学城高德汇店,49
上海仙霞路店,69
温州世贸时尚中心店,82
泰安爱琴海店,8
杭州宜家道店,177
无锡百盛1F店,46
杭州武林广场地铁站店,70
延吉百利城店,34
淮安涟水吾悦广场店,30
青岛丽达茂店,47
长春同志街店,20
成都晶融汇店,16
成都青羊万达1F店,44
佛山三水新动力广场店,37
深圳欢乐颂店,83
成都OCG国际中心店,28
广州白云星悦广场店,104
无锡城开国际中心店,90
吉林欧亚综合体店,57
广州翡翠绿洲店,100
济南弘阳广场店,23
南宁万科大厦分店,54
上海金桥大拇指店,63
天津十一经路阳光新生活,39
青岛万象城第二分店,33
哈尔滨汇丽广场咖啡店,40
沈阳国际软件园店,12
湖州大都汇店,56
温州人民路店,72
大同吾悦广场,87
北京锋创科技园店,13
深圳坪山龙坪天虹店,39
松江云间新天地店,96
南京东郊奥特莱斯店,55
南京曙光天地店,92
苏州观前街1号店,108
杭州滨江映创城店,101
淮安梦乐城店,39
蚌埠银泰店,39
武汉菩提金国际广场店,28
君欣时代广场店,69
唐山百货大楼店,37
共江路家乐福店,170
苏州吴江黎里镇浒泾南路,33
郑州绿地中心天空之城店,23
广州乐峰广场店,35
海口新海航大厦分店,26
中山天悦城店,13
银川悦海BHG店,52
温州乐清时代店,53
杭州萧山文创大厦店,46
十堰大洋摩登购物中心店,15
苏州阳澄湖中路店,123
梧州万达广场店,9
神州智慧天地店,117
虹桥机场T2到达店,137
广州曜一城店,39
自贡市万达广场店,6
长沙新世界百货店,15
大连甘井子万达广场二店,22
成都象南里店,50
台州意得店,65
昆明金地悦天下店,26
深圳西丽南国丽城店,34
成都国际金融广场B1F,35
江门万达店,16
贵阳金阳云上方舟店,19
昆明机场Ⅱ店,56
佛山顺德天佑城,70
北京玉泉商业中心店,41
天津恒隆广场咖啡店,37
潍坊谷德锦店,20
武汉洪山广场站店,10
东莞寮步万润广场店,41
